Line,BeforeContext,DefaultContext,AfterContext,jaccard,tarantula,ochiai,dstar
org.joda.time.Chronology#63,-1,-1,-1,0.0003,0.5357,0.0174,0.0003
org.joda.time.DateTime#331,65,64,66,0.0625,0.9961,0.2500,0.0667
org.joda.time.DateTime#333,-1,-1,-1,0.0625,0.9961,0.2500,0.0667
org.joda.time.DateTimeField#33,-1,-1,-1,0.0003,0.5287,0.0172,0.0003
org.joda.time.DateTimeFieldType#100,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#103,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#106,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#110,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#113,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#116,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#119,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#122,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#125,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#128,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#131,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#134,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#137,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#140,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#153,106,271,272,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#154,272,270,273,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#155,-1,-1,-1,0.0003,0.5285,0.0172,0.0003
org.joda.time.DateTimeFieldType#164,15,14,16,0.0003,0.5367,0.0175,0.0003
org.joda.time.DateTimeFieldType#173,15,14,16,0.0003,0.5367,0.0175,0.0003
org.joda.time.DateTimeFieldType#182,15,14,16,0.0003,0.5292,0.0172,0.0003
org.joda.time.DateTimeFieldType#191,15,14,16,0.0003,0.5362,0.0175,0.0003
org.joda.time.DateTimeFieldType#200,15,14,16,0.0003,0.5365,0.0175,0.0003
